4	83
5	83
64	0
48	0
80	41
24	0
64	0
9	41
9	41
9	41
1	41
8	0
5	41
17	125
1	41
8	41
4	41
1	41
8	0
4	0
1	0
8	41
5	0
1	41
8	0
5	41
1	0
8	41
5	0
20	41
3	41
1	41
8	41
5	0
3	41
20	41
48	41
48	41
9	41
12	41
9	41
12	41
1	41
8	41
4	41
1	0
8	41
4	41
64	41
64	41
88	41
10	41
1	41
8	41
4	41
1	0
8	41
6	41
1	0
8	41
4	0
20	41
18	0
18	0
36	41
32	41
1	41
8	0
35	0
36	41
1	41
8	41
4	41
1	0
8	0
4	41
1	41
8	0
4	41
1	41
8	41
4	0
20	41
12	0
24	41
15	0
20	41
12	0
24	41
15	0
20	41
20	41
1	41
8	41
16	0
32	41
29	41
1	41
8	41
4	41
1	0
8	41
4	0
20	41
1	41
8	41
16	0
32	41
18	0
20	41
1	41
8	41
16	0
17	41
20	0
1	41
8	41
16	41
20	0
20	41
18	41
18	41
36	41
32	41
32	41
64	41
49	41
1	41
8	41
5	0
1	41
8	41
5	41
1	41
8	41
5	0
1	41
8	41
5	41
1	41
8	0
5	41
1	0
8	41
5	41
1	41
8	41
5	0
1	0
8	0
5	41
1	0
8	0
5	41
1	0
8	41
5	0
1	41
8	41
5	0
1	41
8	0
5	41
1	41
8	41
5	41
1	41
8	41
5	41
1	0
8	41
5	41
1	0
8	0
5	0
1	41
8	0
5	0
1	41
8	41
5	41
1	41
8	41
5	41
1	0
8	41
5	0
1	41
8	0
5	0
1	0
8	41
5	41
1	0
8	41
5	0
11	41
3	41
11	41
2	41
18	41
11	41
11	83
11	83
11	41
64	83
200	83
72	41
64	41
20	41
1	41
8	41
4	0
1	0
8	41
6	41
1	41
8	41
5	41
1	41
8	41
5	41
1	41
8	41
5	41
1	41
8	41
5	41
1	0
8	41
5	0
1	41
8	0
5	0
1	0
8	0
5	41
1	41
8	41
5	0
1	41
8	41
5	41
1	41
8	41
5	0
1	41
8	41
5	0
1	41
8	41
5	41
1	41
8	0
6	0
1	0
8	41
5	0
1	0
8	41
5	0
1	0
8	0
5	0
1	41
8	41
5	41
1	0
8	41
5	0
11	41
3	0
11	41
11	0
11	0
11	0
64	0
64	41
64	41
64	41
832	125
64	83
64	0
64	41
32	0
48	0
96	41
768	250
1096	291
11600	166
1120	83
40	41
32	41
40	0
24	41
32	41
24	0
32	41
200	83
200	41
24	41
32	41
24	0
32	0
14	0
14	41
14	41
14	41
365	41
6	0
5	41
32	41
3	0
128	83
1	41
200	41
32	41
304	166
32	41
304	125
304	125
304	83
304	41
64	41
304	41
304	41
304	83
304	83
128	41
304	0
304	41
304	83
304	125
304	83
304	83
304	41
304	83
256	41
304	41
304	41
304	41
304	83
304	41
304	41
304	0
304	83
304	41
304	41
304	41
304	41
304	41
200	0
200	41
24	41
24	41
32	41
14	0
14	41
14	41
14	0
365	41
8	41
8	0
8	41
10	41
9	41
9	83
128	83
128	41
5	41
192	41
4	41
2	0
32	41
3	0
128	41
11	41
200	0
304	83
304	125
304	41
512	41
304	0
304	0
304	41
304	41
304	41
304	83
304	41
304	41
304	0
304	41
304	83
304	83
304	41
304	83
304	41
304	41
304	41
304	41
304	41
304	0
304	41
304	41
304	41
304	0
304	41
304	41
304	0
200	0
200	0
24	41
64	41
24	41
32	0
14	41
14	41
14	0
14	41
365	83
4	41
4	41
4	41
10	0
9	41
9	0
128	41
128	0
6	41
2	41
32	41
5	41
128	0
3	41
11	41
200	41
304	166
304	83
304	83
304	41
304	41
1024	166
304	250
304	83
304	83
304	83
304	83
304	83
304	83
304	83
304	41
304	83
304	41
304	83
304	83
304	83
304	83
304	41
304	41
304	83
304	41
304	41
304	83
304	41
304	41
304	83
304	41
88	41
32	83
88	41
88	0
352	166
80	41
32	41
80	41
80	0
80	0
80	0
64	41
80	41
80	41
80	41
80	41
128	41
80	0
80	83
80	0
80	41
80	41
80	41
80	0
80	41
256	41
80	41
80	41
80	41
80	41
80	83
80	41
80	41
80	0
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	41
512	125
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	0
80	0
80	41
80	41
80	41
80	0
80	0
80	41
80	0
80	0
80	0
80	0
80	0
80	41
80	41
80	0
80	41
80	41
80	41
1024	166
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	0
80	0
80	41
80	41
80	0
80	0
80	41
80	41
80	0
80	0
80	41
80	0
80	0
80	41
80	0
80	41
80	41
80	0
80	41
80	41
80	0
80	0
80	41
80	41
80	0
80	0
80	0
80	0
80	41
80	0
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	0
80	41
80	41
80	0
80	41
80	41
80	0
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	0
2048	83
80	41
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	0
80	83
80	0
80	41
80	41
80	41
80	0
80	0
80	0
80	0
80	0
80	0
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	0
80	0
80	41
80	0
80	2500
80	41
80	41
80	0
80	0
80	0
80	41
80	41
80	41
80	0
80	41
80	0
80	0
80	41
80	0
80	0
80	0
80	0
80	41
80	0
80	0
80	0
80	41
80	0
80	0
80	0
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	0
80	0
80	0
80	41
80	0
80	41
80	41
80	0
80	41
80	41
80	0
80	41
80	41
80	0
80	0
80	0
80	0
80	0
80	41
80	0
80	0
80	0
80	0
80	0
80	0
80	41
80	0
80	41
80	0
80	0
80	41
80	0
80	0
80	0
80	0
80	0
80	41
80	0
80	0
80	0
80	0
80	0
80	0
80	41
80	41
80	41
80	0
80	0
80	41
80	41
4096	125
80	0
80	41
80	0
80	41
80	0
80	0
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	0
80	0
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	0
80	0
80	0
80	0
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	0
80	41
80	0
80	41
80	41
80	41
80	0
80	0
80	41
80	0
80	0
80	41
80	0
80	0
80	41
80	0
80	83
80	0
80	0
80	0
80	41
80	0
80	41
80	0
80	0
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	41
80	0
80	0
80	0
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	0
80	0
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	0
80	41
80	41
80	0
80	41
80	1458
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	0
80	41
80	0
80	0
80	41
80	0
80	0
80	0
80	0
80	41
80	0
80	0
80	0
80	41
80	41
80	0
80	41
80	41
80	0
80	41
80	41
80	41
80	0
80	0
80	41
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	0
80	0
80	0
80	0
80	0
80	0
80	41
80	0
80	41
80	41
80	0
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	0
80	41
80	0
80	0
80	41
80	0
80	41
80	83
80	0
80	41
80	0
80	0
80	0
80	41
80	0
80	41
80	0
80	0
80	41
80	41
80	41
80	0
80	41
80	41
80	0
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	0
80	0
80	0
80	0
80	41
80	41
80	41
80	0
80	41
80	41
80	0
80	0
80	41
80	0
80	41
80	0
80	0
80	83
80	41
80	41
80	41
80	0
80	0
80	41
80	0
80	41
80	41
80	0
80	41
8192	416
80	41
80	0
80	41
80	41
80	41
80	41
80	0
80	0
80	41
80	41
80	0
80	0
80	41
80	41
80	0
80	41
80	0
80	0
80	0
80	0
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	0
80	0
80	41
80	41
80	41
80	0
80	0
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	0
80	0
80	0
80	41
80	41
80	0
80	0
80	41
80	41
80	41
80	41
80	0
80	0
80	41
80	41
80	0
80	41
80	0
80	1666
80	41
80	41
80	0
80	41
80	0
80	0
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	0
80	0
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	0
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	0
80	0
80	41
80	41
80	41
80	0
80	0
80	0
80	0
80	0
80	0
80	41
80	41
80	0
80	41
80	0
80	41
80	0
80	41
80	41
80	0
80	0
80	41
80	41
80	0
80	41
80	41
80	0
80	41
80	41
80	0
80	41
80	0
80	41
80	0
80	41
80	0
80	41
80	0
80	41
80	41
80	0
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	0
80	0
80	41
80	0
80	0
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	0
80	0
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	0
80	0
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	0
80	41
80	0
80	41
80	41
80	0
80	41
80	0
80	41
80	41
80	0
80	0
80	41
80	0
80	0
80	41
80	41
80	0
80	41
80	41
80	41
80	0
80	41
80	0
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	0
80	0
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	0
80	0
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	0
80	41
80	41
80	41
80	1625
80	41
80	0
80	41
80	41
80	41
80	0
80	0
80	41
80	0
80	0
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	0
80	41
80	41
80	0
80	0
80	0
80	41
80	0
80	41
80	41
80	0
80	41
80	41
80	41
80	0
80	0
80	41
80	41
80	0
80	0
80	0
80	0
80	41
80	0
80	0
80	41
80	41
80	0
80	0
80	0
80	0
80	0
80	0
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	0
80	41
80	0
80	0
80	41
80	41
80	0
80	0
80	41
80	41
80	41
80	0
80	0
80	0
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	0
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	0
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	0
80	41
80	0
80	0
80	0
80	0
80	0
80	0
80	41
80	41
80	41
80	0
80	41
80	41
80	0
80	0
80	41
80	0
80	41
80	41
80	0
80	0
80	0
80	0
80	0
80	41
80	0
80	0
80	0
80	41
80	0
80	0
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	0
80	41
80	0
80	41
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	0
80	0
80	0
80	0
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	0
80	0
80	1708
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
16	41
64	83
96	41
16	41
8	41
32	41
11	83
11	83
20	41
11	41
12	41
832	166
1536	125
7976	125
32	41
32	41
320	83
32	41
640	208
32	41
48	41
96	41
1280	250
64	41
192	0
128	41
384	125
2560	0
256	0
768	125
5120	41
512	83
1536	41
10240	41
1024	166
3072	41
20480	41
2048	41
6144	41
40960	250
4096	41
12288	83
81920	208
8192	83
24576	83
163840	83
16384	41
49152	41
327680	83
32768	83
98304	83
655360	41
65536	41
196608	41
32	0
32	41
55848	166
32	0
32	0
32	0
32	0
32	41
32	250
64	166
80	125
15952	458
80	125
80	0
8000	83
80	41
16000	41
80	0
8016	41
80	0
16032	83
80	41
80	41
8040	41
16	41
8	83
32	41
832	208
8016	83
16	83
8	41
32	0
832	250
7992	83
111696	333
7984	666
16	375
8	83
32	41
11	208
832	375
7976	2458
80	83
15952	83
80	41
7992	41
16	83
8	41
32	41
832	291
7968	83
80	458
15936	1166
80	83
80	166
7992	375
16	41
8	41
32	41
832	250
16	83
8	41
32	0
832	125
7968	125
7952	1541
16	83
8	41
32	41
832	125
16	83
8	41
32	41
832	125
16	333
8	41
32	41
832	83
7928	4083
16	41
8	41
32	41
832	125
7920	333
7912	375
16	83
